id_venda;cod_cliente;nom_cliente;cod_vendedor;nom_vendedor;cod_cidade;nom_cidade;cod_produto;Nom_produto;cod_marca;Nom_marca;cod_departamento;nom_departamento;cod_gerencia;nom_gerencia;Ano_venda;Mes_venda;Dia_venda;dtc_venda;qtd_venda;val_venda;num_nota;Latitude;Longitude
8750;2;Benito de Paula;6;Rodrigo Machado;4;Bagdá;22;Mesa;14;DA CASA;3;Eletrodomestico;3;Eletro Eletrônico;2015;10;20;20/10/2015;2;1600;702;36763056;3050556
8751;4;Tom Jobim;2;Márcio Barroso;4;Bagdá;13;Estojo;7;TILIBRA;2;Papelaria;1;Tecnologia;2015;1;16;16/01/2015;1;3.2;1151;41316667;6925
8752;1;João do Pulo;1;Claudio Silva;2;Nova Iorque;15;Baton;10;BOTICARIO;4;cosmético;4;Casa e Decoração;2014;9;15;15/09/2014;3;98.5;1157;15588056;32534167
8753;1;João do Pulo;11;Filipe Almeida;1;Salvador;14;Classificador;9;AVON;6;Papelaria;1;Tecnologia;2015;5;28;28/05/2015;1;25;42;555;-216667
8754;3;Renato Russo;5;Maria Braga;5;Budapeste;5;Computador;4;IBM;5;Informática;3;Eletro Eletrônico;2015;4;18;18/04/2015;1;2125.99;1394;-2166667;-799
8755;6;Reginaldo Rossi;2;Márcio Barroso;3;Roma;11;Caneta ;8;FABER CASTELL;1;Papelaria;1;Tecnologia;2015;5;12;12/05/2015;2;0.5;171;10631667;-71640556
8756;2;Benito de Paula;10;Danilo Barreto;4;Bagdá;23;Sofá;14;DA CASA;3;Eletrodomestico;4;Casa e Decoração;2014;10;19;19/10/2014;1;300;986;34013784;-6844268
8757;2;Benito de Paula;7;João Oliveira;3;Roma;11;Caneta ;8;FABER CASTELL;3;Papelaria;3;Eletro Eletrônico;2014;8;3;03/08/2014;3;0.5;1349;43850833;126560278
8758;2;Benito de Paula;3;Issac Palmeiras;1;Salvador;8;Telefone Sem Fio;5;SAMSUNG;5;Eletrodomestico;3;Eletro Eletrônico;2014;9;1;01/09/2014;3;875;826;3029365;120161419
8759;2;Benito de Paula;3;Issac Palmeiras;3;Roma;13;Estojo;7;TILIBRA;3;Papelaria;2;papelaria/cosmético;2015;5;24;24/05/2015;3;3.2;1393;44433333;261
8760;6;Reginaldo Rossi;9;Diego Santos;2;Nova Iorque;18;Xbox ;12;ELETROLUX;2;Informática;2;papelaria/cosmético;2015;12;24;24/12/2015;2;850;1237;2855;115933333
8761;4;Tom Jobim;11;Filipe Almeida;5;Budapeste;17;Aparalho de Barbear Elétrico;2;MICROSOFT;3;Eletrodomestico;4;Casa e Decoração;2014;8;5;05/08/2014;2;1075;407;9509167;-13712222
8762;6;Reginaldo Rossi;11;Filipe Almeida;2;Nova Iorque;9;Celular  8GB;8;FABER CASTELL;3;Informática;4;Casa e Decoração;2014;2;20;20/02/2014;1;12.25;518;-2747101;153024292
8763;2;Benito de Paula;9;Diego Santos;3;Roma;1;TV;3;DELL;2;Eletrodomestico;3;Eletro Eletrônico;2015;12;21;21/12/2015;2;25.15;541;4925;-123133333
8764;3;Renato Russo;8;Márcia Brito;4;Bagdá;20;Geladeira;12;ELETROLUX;3;Eletrodomestico;4;Casa e Decoração;2015;7;4;04/07/2015;3;350;418;22716667;75833333
8765;2;Benito de Paula;6;Rodrigo Machado;5;Budapeste;10;Papel A4;8;FABER CASTELL;6;Papelaria;4;Casa e Decoração;2014;4;20;20/04/2014;1;2.15;1371;105;-66916667
8766;1;João do Pulo;10;Danilo Barreto;3;Roma;5;Computador;4;IBM;2;Informática;3;Eletro Eletrônico;2014;3;23;23/03/2014;3;2125.99;1462;19601111;-990525
8767;3;Renato Russo;2;Márcio Barroso;5;Budapeste;17;Aparalho de Barbear Elétrico;2;MICROSOFT;5;Eletrodomestico;4;Casa e Decoração;2015;10;2;02/10/2015;1;1075;592;35685;139751389
8768;2;Benito de Paula;9;Diego Santos;2;Nova Iorque;9;Celular  8GB;8;FABER CASTELL;3;Informática;3;Eletro Eletrônico;2015;2;20;20/02/2015;2;12.25;1253;31045556;121399722
8769;4;Tom Jobim;10;Danilo Barreto;4;Bagdá;11;Caneta ;8;FABER CASTELL;2;Papelaria;3;Eletro Eletrônico;2015;2;14;14/02/2015;1;0.5;777;18975;72825833
8770;5;Edson Arantes;5;Maria Braga;5;Budapeste;9;Celular  8GB;8;FABER CASTELL;6;Informática;4;Casa e Decoração;2015;10;19;19/10/2015;2;12.25;313;249056;670822
8771;1;João do Pulo;9;Diego Santos;3;Roma;21;microondas;14;DA CASA;5;Eletrodomestico;3;Eletro Eletrônico;2014;2;28;28/02/2014;1;2100;154;28666667;77216667
8772;4;Tom Jobim;8;Márcia Brito;1;Salvador;8;Telefone Sem Fio;5;SAMSUNG;2;Eletrodomestico;3;Eletro Eletrônico;2014;4;19;19/04/2014;1;875;500;286;772
8773;5;Edson Arantes;3;Issac Palmeiras;1;Salvador;2;Mouse;2;MICROSOFT;1;Informática;2;papelaria/cosmético;2015;11;24;24/11/2015;3;25.9;220;146042;1209822
8774;3;Renato Russo;4;Daniela Matos;5;Budapeste;1;TV;3;DELL;3;Eletrodomestico;3;Eletro Eletrônico;2015;5;22;22/05/2015;1;25.15;100;55752222;37615556
8775;6;Reginaldo Rossi;7;João Oliveira;4;Bagdá;13;Estojo;7;TILIBRA;5;Papelaria;4;Casa e Decoração;2015;11;3;03/11/2015;2;3.2;775;375985;1269783
8776;4;Tom Jobim;1;Claudio Silva;1;Salvador;5;Computador;4;IBM;6;Informática;1;Tecnologia;2014;3;28;28/03/2014;2;2125.99;272;-23473293;-46665803
8777;4;Tom Jobim;11;Filipe Almeida;4;Bagdá;12;Borracha;7;TILIBRA;6;Papelaria;3;Eletro Eletrônico;2015;3;6;06/03/2015;2;5.3;1493;41018611;28964722
8778;4;Tom Jobim;7;João Oliveira;1;Salvador;19;Fogão;13;BRASTEMP;3;Eletrodomestico;2;papelaria/cosmético;2014;12;25;25/12/2014;3;1500;1265;6453056;3395833
8779;6;Reginaldo Rossi;12;Marilia Cardoso;1;Salvador;19;Fogão;13;BRASTEMP;4;Eletrodomestico;3;Eletro Eletrônico;2015;10;22;22/10/2015;3;1500;354;19434167;-99138611
8780;4;Tom Jobim;4;Daniela Matos;4;Bagdá;15;Baton;10;BOTICARIO;4;cosmético;1;Tecnologia;2015;8;14;14/08/2015;1;98.5;1411;-6174444;106829444
8781;2;Benito de Paula;2;Márcio Barroso;3;Roma;19;Fogão;13;BRASTEMP;2;Eletrodomestico;1;Tecnologia;2014;11;10;10/11/2014;3;1500;114;40714167;-74006389
8782;5;Edson Arantes;1;Claudio Silva;3;Roma;15;Baton;10;BOTICARIO;2;cosmético;3;Eletro Eletrônico;2015;6;16;16/06/2015;1;98.5;911;-43;153
8783;4;Tom Jobim;3;Issac Palmeiras;5;Budapeste;16;Perfume;11;PHILIPS;4;cosmético;1;Tecnologia;2015;6;28;28/06/2015;2;135;1095;3005;3125
8784;2;Benito de Paula;1;Claudio Silva;2;Nova Iorque;20;Geladeira;12;ELETROLUX;4;Eletrodomestico;1;Tecnologia;2015;7;2;02/07/2015;1;350;1289;-1205;-7705
8785;5;Edson Arantes;8;Márcia Brito;1;Salvador;4;Monitor;4;IBM;2;Informática;4;Casa e Decoração;2014;10;22;22/10/2014;1;1300;223;39928889;116388333
8786;2;Benito de Paula;7;João Oliveira;3;Roma;13;Estojo;7;TILIBRA;3;Papelaria;4;Casa e Decoração;2015;9;16;16/09/2015;2;3.2;780;51514125;-93689
8787;1;João do Pulo;12;Marilia Cardoso;3;Roma;4;Monitor;4;IBM;6;Informática;2;papelaria/cosmético;2014;10;5;05/10/2014;3;1300;1029;4649178;-74062827
8788;3;Renato Russo;5;Maria Braga;4;Bagdá;20;Geladeira;12;ELETROLUX;2;Eletrodomestico;4;Casa e Decoração;2015;9;21;21/09/2015;1;350;1212;23723056;90408611
8789;5;Edson Arantes;2;Márcio Barroso;4;Bagdá;14;Classificador;9;AVON;6;Papelaria;4;Casa e Decoração;2015;1;22;22/01/2015;3;25;1426;31549722;74343611
8790;3;Renato Russo;6;Rodrigo Machado;4;Bagdá;12;Borracha;7;TILIBRA;4;Papelaria;3;Eletro Eletrônico;2014;5;8;08/05/2014;1;5.3;674;-229;-43233333
8791;5;Edson Arantes;3;Issac Palmeiras;3;Roma;14;Classificador;9;AVON;4;Papelaria;4;Casa e Decoração;2015;5;1;01/05/2015;3;25;1272;33338611;44393889
8792;3;Renato Russo;2;Márcio Barroso;2;Nova Iorque;1;TV;3;DELL;3;Eletrodomestico;4;Casa e Decoração;2015;5;4;04/05/2015;2;25.15;1038;13753979;100501444
8793;5;Edson Arantes;9;Diego Santos;4;Bagdá;7;Celular 4Gb;5;SAMSUNG;4;Informática;3;Eletro Eletrônico;2014;8;28;28/08/2014;1;52.9;281;12983333;77583333
8794;4;Tom Jobim;10;Danilo Barreto;3;Roma;13;Estojo;7;TILIBRA;2;Papelaria;4;Casa e Decoração;2014;7;22;22/07/2014;2;3.2;1021;-3345;-70666667
8795;3;Renato Russo;12;Marilia Cardoso;4;Bagdá;8;Telefone Sem Fio;5;SAMSUNG;1;Eletrodomestico;2;papelaria/cosmético;2014;4;6;06/04/2014;2;875;1370;22569722;88369722
8796;1;João do Pulo;6;Rodrigo Machado;3;Roma;5;Computador;4;IBM;6;Informática;4;Casa e Decoração;2015;1;11;11/01/2015;1;2125.99;77;43666667;-79416667
8797;3;Renato Russo;5;Maria Braga;3;Roma;18;Xbox ;12;ELETROLUX;2;Informática;3;Eletro Eletrônico;2014;5;24;24/05/2014;1;850;425;16783333;96166667
8798;3;Renato Russo;7;João Oliveira;3;Roma;15;Baton;10;BOTICARIO;5;cosmético;1;Tecnologia;2014;9;10;10/09/2014;2;98.5;414;-33861481;151205475
8799;2;Benito de Paula;2;Márcio Barroso;1;Salvador;6;Notebook ;5;SAMSUNG;6;Informática;1;Tecnologia;2015;1;13;13/01/2015;1;550;557;13083333;80283333
8800;4;Tom Jobim;3;Issac Palmeiras;2;Nova Iorque;3;Teclado;1;APPLE;3;Informática;3;Eletro Eletrônico;2015;7;23;23/07/2015;2;342.09;326;30580125;114273405
8801;5;Edson Arantes;1;Claudio Silva;4;Bagdá;20;Geladeira;12;ELETROLUX;4;Eletrodomestico;3;Eletro Eletrônico;2015;3;15;15/03/2015;3;350;1475;59894444;30264167
8802;4;Tom Jobim;11;Filipe Almeida;4;Bagdá;8;Telefone Sem Fio;5;SAMSUNG;3;Eletrodomestico;2;papelaria/cosmético;2015;4;6;06/04/2015;3;875;1100;29562778;106552778
8803;4;Tom Jobim;9;Diego Santos;3;Roma;15;Baton;10;BOTICARIO;4;cosmético;2;papelaria/cosmético;2015;2;15;15/02/2015;2;98.5;369;34258333;108928611
8804;3;Renato Russo;11;Filipe Almeida;3;Roma;18;Xbox ;12;ELETROLUX;3;Informática;3;Eletro Eletrônico;2014;5;2;02/05/2014;1;850;79;30666667;104066667
8805;4;Tom Jobim;11;Filipe Almeida;5;Budapeste;15;Baton;10;BOTICARIO;1;cosmético;2;papelaria/cosmético;2014;11;8;08/11/2014;3;98.5;523;34052222;-118242778
8806;2;Benito de Paula;7;João Oliveira;1;Salvador;12;Borracha;7;TILIBRA;4;Papelaria;4;Casa e Decoração;2015;4;7;07/04/2015;3;5.3;432;31198056;29919167
8807;2;Benito de Paula;1;Claudio Silva;2;Nova Iorque;17;Aparalho de Barbear Elétrico;2;MICROSOFT;6;Eletrodomestico;3;Eletro Eletrônico;2015;7;24;24/07/2015;3;1075;629;39142222;117176667
8808;4;Tom Jobim;11;Filipe Almeida;5;Budapeste;7;Celular 4Gb;5;SAMSUNG;3;Informática;3;Eletro Eletrônico;2014;11;5;05/11/2014;2;52.9;296;-37813938;144963425
8809;3;Renato Russo;12;Marilia Cardoso;3;Roma;8;Telefone Sem Fio;5;SAMSUNG;1;Eletrodomestico;4;Casa e Decoração;2014;2;11;11/02/2014;3;875;585;23033333;72616667
8810;3;Renato Russo;7;João Oliveira;1;Salvador;9;Celular  8GB;8;FABER CASTELL;5;Informática;4;Casa e Decoração;2014;5;21;21/05/2014;3;12.25;355;5309657;-4012656
8811;2;Benito de Paula;11;Filipe Almeida;4;Bagdá;5;Computador;4;IBM;2;Informática;4;Casa e Decoração;2014;7;27;27/07/2014;3;2125.99;728;11994354;8513807
8812;5;Edson Arantes;6;Rodrigo Machado;2;Nova Iorque;1;TV;3;DELL;4;Eletrodomestico;4;Casa e Decoração;2015;5;5;05/05/2015;3;25.15;735;33592779;-7619157
8813;3;Renato Russo;9;Diego Santos;4;Bagdá;10;Papel A4;8;FABER CASTELL;3;Papelaria;1;Tecnologia;2015;3;24;24/03/2015;1;2.15;305;17375278;78474444
8814;3;Renato Russo;5;Maria Braga;5;Budapeste;10;Papel A4;8;FABER CASTELL;4;Papelaria;1;Tecnologia;2014;6;20;20/06/2014;1;2.15;148;7387778;3896389
8815;5;Edson Arantes;3;Issac Palmeiras;1;Salvador;11;Caneta ;8;FABER CASTELL;4;Papelaria;2;papelaria/cosmético;2015;8;2;02/08/2015;3;0.5;792;1293056;103855833
8816;1;João do Pulo;1;Claudio Silva;2;Nova Iorque;10;Papel A4;8;FABER CASTELL;1;Papelaria;2;papelaria/cosmético;2014;2;14;14/02/2014;1;2.15;464;39911652;32840305
8817;2;Benito de Paula;4;Daniela Matos;2;Nova Iorque;3;Teclado;1;APPLE;3;Informática;2;papelaria/cosmético;2014;4;16;16/04/2014;3;342.09;244;41792222;123432778
8818;3;Renato Russo;10;Danilo Barreto;4;Bagdá;5;Computador;4;IBM;6;Informática;3;Eletro Eletrônico;2014;2;10;10/02/2014;3;2125.99;606;24653664;4671522
8819;4;Tom Jobim;5;Maria Braga;5;Budapeste;16;Perfume;11;PHILIPS;5;cosmético;1;Tecnologia;2014;10;9;09/10/2014;1;135;792;1075;106666667
8820;2;Benito de Paula;12;Marilia Cardoso;3;Roma;8;Telefone Sem Fio;5;SAMSUNG;1;Eletrodomestico;4;Casa e Decoração;2014;11;24;24/11/2014;3;875;1046;-33925839;18423218
8821;2;Benito de Paula;7;João Oliveira;3;Roma;3;Teclado;1;APPLE;6;Informática;4;Casa e Decoração;2015;7;20;20/07/2015;3;342.09;1069;52516667;134
8822;6;Reginaldo Rossi;7;João Oliveira;4;Bagdá;2;Mouse;2;MICROSOFT;1;Informática;1;Tecnologia;2014;2;9;09/02/2014;3;25.9;1408;455;-73583333
8823;2;Benito de Paula;7;João Oliveira;2;Nova Iorque;17;Aparalho de Barbear Elétrico;2;MICROSOFT;1;Eletrodomestico;4;Casa e Decoração;2014;1;9;09/01/2014;3;1075;265;4575;12665
8824;2;Benito de Paula;6;Rodrigo Machado;5;Budapeste;15;Baton;10;BOTICARIO;5;cosmético;2;papelaria/cosmético;2015;6;26;26/06/2015;1;98.5;1266;23116667;11325
8825;4;Tom Jobim;8;Márcia Brito;5;Budapeste;6;Notebook ;5;SAMSUNG;4;Informática;1;Tecnologia;2015;12;11;11/12/2015;3;550;41;-29857896;31029198
8826;5;Edson Arantes;6;Rodrigo Machado;1;Salvador;10;Papel A4;8;FABER CASTELL;1;Papelaria;1;Tecnologia;2015;7;17;17/07/2015;1;2.15;640;40408566;-369222
8827;4;Tom Jobim;6;Rodrigo Machado;4;Bagdá;19;Fogão;13;BRASTEMP;5;Eletrodomestico;1;Tecnologia;2015;2;22;22/02/2015;1;1500;1492;32061667;118777778
8828;2;Benito de Paula;10;Danilo Barreto;1;Salvador;6;Notebook ;5;SAMSUNG;4;Informática;3;Eletro Eletrônico;2014;5;10;10/05/2014;2;550;1352;34516667;69183333
8829;6;Reginaldo Rossi;10;Danilo Barreto;5;Budapeste;17;Aparalho de Barbear Elétrico;2;MICROSOFT;5;Eletrodomestico;1;Tecnologia;2015;1;22;22/01/2015;1;1075;748;18533333;73866667
8830;4;Tom Jobim;1;Claudio Silva;2;Nova Iorque;10;Papel A4;8;FABER CASTELL;1;Papelaria;4;Casa e Decoração;2015;2;23;23/02/2015;3;2.15;40;20966667;729
8831;1;João do Pulo;6;Rodrigo Machado;3;Roma;20;Geladeira;12;ELETROLUX;1;Eletrodomestico;4;Casa e Decoração;2014;7;26;26/07/2014;3;350;1004;4185;-8765
8832;6;Reginaldo Rossi;7;João Oliveira;4;Bagdá;16;Perfume;11;PHILIPS;6;cosmético;2;papelaria/cosmético;2014;8;8;08/08/2014;2;135;198;26466667;8035
8833;5;Edson Arantes;3;Issac Palmeiras;1;Salvador;1;TV;3;DELL;2;Eletrodomestico;1;Tecnologia;2014;11;22;22/11/2014;2;25.15;255;15636111;32437222
8834;1;João do Pulo;12;Marilia Cardoso;2;Nova Iorque;3;Teclado;1;APPLE;4;Informática;2;papelaria/cosmético;2014;5;1;01/05/2014;3;342.09;441;-8836804;13233174
8835;4;Tom Jobim;11;Filipe Almeida;5;Budapeste;12;Borracha;7;TILIBRA;6;Papelaria;1;Tecnologia;2014;4;8;08/04/2014;2;5.3;1325;9024325;38749226
8836;4;Tom Jobim;10;Danilo Barreto;4;Bagdá;22;Mesa;14;DA CASA;6;Eletrodomestico;2;papelaria/cosmético;2015;10;22;22/10/2015;2;1600;144;-1283333;36816667
8837;2;Benito de Paula;3;Issac Palmeiras;5;Budapeste;23;Sofá;14;DA CASA;6;Eletrodomestico;3;Eletro Eletrônico;2015;9;12;12/09/2015;2;300;616;37726944;112470833
8838;4;Tom Jobim;9;Diego Santos;3;Roma;8;Telefone Sem Fio;5;SAMSUNG;5;Eletrodomestico;2;papelaria/cosmético;2015;4;25;25/04/2015;1;875;520;26916667;75816667
8839;4;Tom Jobim;8;Márcia Brito;2;Nova Iorque;15;Baton;10;BOTICARIO;4;cosmético;4;Casa e Decoração;2015;1;24;24/01/2015;2;98.5;1490;-12983333;-38516667
8840;4;Tom Jobim;1;Claudio Silva;5;Budapeste;18;Xbox ;12;ELETROLUX;4;Informática;3;Eletro Eletrônico;2014;9;26;26/09/2014;2;850;989;14670833;-17438056
8841;4;Tom Jobim;12;Marilia Cardoso;2;Nova Iorque;16;Perfume;11;PHILIPS;1;cosmético;2;papelaria/cosmético;2014;6;20;20/06/2014;3;135;291;-68;39283333
8842;4;Tom Jobim;4;Daniela Matos;5;Budapeste;3;Teclado;1;APPLE;6;Informática;2;papelaria/cosmético;2014;7;28;28/07/2014;2;342.09;947;419;12483333
8843;3;Renato Russo;7;João Oliveira;3;Roma;5;Computador;4;IBM;3;Informática;2;papelaria/cosmético;2015;9;21;21/09/2015;1;2125.99;1325;2066667;45366667
8844;1;João do Pulo;4;Daniela Matos;5;Budapeste;23;Sofá;14;DA CASA;5;Eletrodomestico;1;Tecnologia;2015;11;15;15/11/2015;1;300;145;21516944;39219167
8845;1;João do Pulo;11;Filipe Almeida;4;Bagdá;12;Borracha;7;TILIBRA;1;Papelaria;1;Tecnologia;2014;7;18;18/07/2014;2;5.3;576;4388;125322778
8846;6;Reginaldo Rossi;8;Márcia Brito;1;Salvador;18;Xbox ;12;ELETROLUX;5;Informática;2;papelaria/cosmético;2015;8;1;01/08/2015;2;850;1111;25039167;121525
8847;1;João do Pulo;3;Issac Palmeiras;2;Nova Iorque;17;Aparalho de Barbear Elétrico;2;MICROSOFT;6;Eletrodomestico;4;Casa e Decoração;2014;11;15;15/11/2014;3;1075;773;50433333;30516667
8848;4;Tom Jobim;5;Maria Braga;1;Salvador;1;TV;3;DELL;6;Eletrodomestico;3;Eletro Eletrônico;2014;10;16;16/10/2014;1;25.15;952;31416667;73083333
8849;4;Tom Jobim;2;Márcio Barroso;1;Salvador;8;Telefone Sem Fio;5;SAMSUNG;5;Eletrodomestico;3;Eletro Eletrônico;2015;12;4;04/12/2015;2;875;1327;38412726;27138376
8850;4;Tom Jobim;5;Maria Braga;5;Budapeste;1;TV;3;DELL;1;Eletrodomestico;4;Casa e Decoração;2015;12;28;28/12/2015;3;25.15;500;2685;80916667
8851;4;Tom Jobim;10;Danilo Barreto;1;Salvador;22;Mesa;14;DA CASA;2;Eletrodomestico;2;papelaria/cosmético;2015;1;6;06/01/2015;1;1600;626;30008611;31212222
8852;4;Tom Jobim;9;Diego Santos;3;Roma;11;Caneta ;8;FABER CASTELL;2;Papelaria;2;papelaria/cosmético;2014;4;8;08/04/2014;2;0.5;325;-3316667;-41416667
8853;1;João do Pulo;6;Rodrigo Machado;4;Bagdá;1;TV;3;DELL;1;Eletrodomestico;3;Eletro Eletrônico;2014;6;9;09/06/2014;1;25.15;658;3437222;-765225
8854;1;João do Pulo;5;Maria Braga;4;Bagdá;21;microondas;14;DA CASA;4;Eletrodomestico;3;Eletro Eletrônico;2014;2;26;26/02/2014;2;2100;863;-7249167;112750833
8855;6;Reginaldo Rossi;2;Márcio Barroso;5;Budapeste;4;Monitor;4;IBM;2;Informática;3;Eletro Eletrônico;2014;10;28;28/10/2014;1;1300;138;-19916667;-43933333
8856;5;Edson Arantes;9;Diego Santos;5;Budapeste;11;Caneta ;8;FABER CASTELL;6;Papelaria;4;Casa e Decoração;2014;6;17;17/06/2014;1;0.5;1251;36297;596062
8857;5;Edson Arantes;6;Rodrigo Machado;1;Salvador;8;Telefone Sem Fio;5;SAMSUNG;6;Eletrodomestico;3;Eletro Eletrônico;2015;5;4;04/05/2015;1;875;1470;2115;791
8858;5;Edson Arantes;6;Rodrigo Machado;5;Budapeste;23;Sofá;14;DA CASA;5;Eletrodomestico;3;Eletro Eletrônico;2015;12;14;14/12/2015;2;300;401;-17817778;31044722
8859;6;Reginaldo Rossi;1;Claudio Silva;5;Budapeste;4;Monitor;4;IBM;3;Informática;3;Eletro Eletrônico;2014;1;7;07/01/2014;2;1300;380;-15783333;-47916667
8860;4;Tom Jobim;6;Rodrigo Machado;5;Budapeste;20;Geladeira;12;ELETROLUX;6;Eletrodomestico;4;Casa e Decoração;2015;6;14;14/06/2015;2;350;615;18466667;-699
8861;2;Benito de Paula;10;Danilo Barreto;2;Nova Iorque;18;Xbox ;12;ELETROLUX;1;Informática;2;papelaria/cosmético;2014;8;18;18/08/2014;2;850;1032;35180198;136906739
8862;2;Benito de Paula;8;Márcia Brito;1;Salvador;20;Geladeira;12;ELETROLUX;5;Eletrodomestico;4;Casa e Decoração;2015;3;2;02/03/2015;1;350;1475;36202778;37158611
8863;5;Edson Arantes;9;Diego Santos;3;Roma;4;Monitor;4;IBM;4;Informática;1;Tecnologia;2015;3;28;28/03/2015;3;1300;105;48866667;2333333
8864;6;Reginaldo Rossi;7;João Oliveira;5;Budapeste;20;Geladeira;12;ELETROLUX;6;Eletrodomestico;4;Casa e Decoração;2015;8;22;22/08/2015;3;350;111;36668333;116997222
8865;5;Edson Arantes;1;Claudio Silva;4;Bagdá;18;Xbox ;12;ELETROLUX;5;Informática;1;Tecnologia;2014;10;22;22/10/2014;2;850;918;373325;114701389
8866;3;Renato Russo;11;Filipe Almeida;2;Nova Iorque;11;Caneta ;8;FABER CASTELL;1;Papelaria;1;Tecnologia;2015;9;3;03/09/2015;2;0.5;388;38912222;121602222
8867;1;João do Pulo;3;Issac Palmeiras;5;Budapeste;17;Aparalho de Barbear Elétrico;2;MICROSOFT;1;Eletrodomestico;3;Eletro Eletrônico;2015;3;25;25/03/2015;3;1075;849;29763056;-95363056
8868;2;Benito de Paula;8;Márcia Brito;4;Bagdá;7;Celular 4Gb;5;SAMSUNG;4;Informática;3;Eletro Eletrônico;2014;6;27;27/06/2014;1;52.9;548;-26205171;28049815
8869;1;João do Pulo;6;Rodrigo Machado;2;Nova Iorque;11;Caneta ;8;FABER CASTELL;1;Papelaria;3;Eletro Eletrônico;2015;1;21;21/01/2015;2;0.5;304;625184;-75563591
8870;4;Tom Jobim;12;Marilia Cardoso;5;Budapeste;20;Geladeira;12;ELETROLUX;2;Eletrodomestico;1;Tecnologia;2014;8;22;22/08/2014;1;350;402;36763056;3050556
8871;2;Benito de Paula;9;Diego Santos;5;Budapeste;14;Classificador;9;AVON;6;Papelaria;4;Casa e Decoração;2015;11;2;02/11/2015;3;25;1149;41316667;6925
8872;2;Benito de Paula;8;Márcia Brito;3;Roma;10;Papel A4;8;FABER CASTELL;2;Papelaria;2;papelaria/cosmético;2015;3;22;22/03/2015;2;2.15;1378;15588056;32534167
8873;4;Tom Jobim;6;Rodrigo Machado;2;Nova Iorque;19;Fogão;13;BRASTEMP;5;Eletrodomestico;3;Eletro Eletrônico;2014;3;6;06/03/2014;3;1500;788;555;-216667
8874;1;João do Pulo;2;Márcio Barroso;5;Budapeste;18;Xbox ;12;ELETROLUX;3;Informática;4;Casa e Decoração;2014;9;24;24/09/2014;3;850;26;-2166667;-799
8875;3;Renato Russo;7;João Oliveira;2;Nova Iorque;18;Xbox ;12;ELETROLUX;2;Informática;1;Tecnologia;2015;3;12;12/03/2015;2;850;91;10631667;-71640556
8876;6;Reginaldo Rossi;1;Claudio Silva;5;Budapeste;11;Caneta ;8;FABER CASTELL;2;Papelaria;3;Eletro Eletrônico;2014;10;22;22/10/2014;3;0.5;221;34013784;-6844268
8877;3;Renato Russo;11;Filipe Almeida;3;Roma;8;Telefone Sem Fio;5;SAMSUNG;1;Eletrodomestico;2;papelaria/cosmético;2015;1;10;10/01/2015;3;875;68;43850833;126560278
8878;6;Reginaldo Rossi;2;Márcio Barroso;4;Bagdá;3;Teclado;1;APPLE;1;Informática;4;Casa e Decoração;2015;1;24;24/01/2015;3;342.09;380;3029365;120161419
8879;5;Edson Arantes;2;Márcio Barroso;5;Budapeste;20;Geladeira;12;ELETROLUX;1;Eletrodomestico;1;Tecnologia;2015;3;3;03/03/2015;2;350;581;44433333;261
8880;4;Tom Jobim;7;João Oliveira;5;Budapeste;19;Fogão;13;BRASTEMP;1;Eletrodomestico;2;papelaria/cosmético;2015;1;16;16/01/2015;3;1500;1292;2855;115933333
8881;4;Tom Jobim;12;Marilia Cardoso;3;Roma;3;Teclado;1;APPLE;2;Informática;1;Tecnologia;2014;2;5;05/02/2014;2;342.09;42;9509167;-13712222
8882;2;Benito de Paula;1;Claudio Silva;2;Nova Iorque;2;Mouse;2;MICROSOFT;2;Informática;4;Casa e Decoração;2015;7;24;24/07/2015;3;25.9;102;-2747101;153024292
8883;1;João do Pulo;8;Márcia Brito;4;Bagdá;4;Monitor;4;IBM;1;Informática;1;Tecnologia;2015;8;23;23/08/2015;1;1300;264;4925;-123133333
8884;6;Reginaldo Rossi;10;Danilo Barreto;3;Roma;15;Baton;10;BOTICARIO;4;cosmético;4;Casa e Decoração;2015;5;4;04/05/2015;2;98.5;158;22716667;75833333
8885;3;Renato Russo;6;Rodrigo Machado;4;Bagdá;3;Teclado;1;APPLE;2;Informática;2;papelaria/cosmético;2015;5;10;10/05/2015;1;342.09;242;105;-66916667
8886;1;João do Pulo;7;João Oliveira;3;Roma;10;Papel A4;8;FABER CASTELL;4;Papelaria;2;papelaria/cosmético;2015;7;12;12/07/2015;2;2.15;54;19601111;-990525
8887;5;Edson Arantes;1;Claudio Silva;1;Salvador;10;Papel A4;8;FABER CASTELL;4;Papelaria;3;Eletro Eletrônico;2015;2;25;25/02/2015;2;2.15;494;35685;139751389
8888;2;Benito de Paula;3;Issac Palmeiras;4;Bagdá;7;Celular 4Gb;5;SAMSUNG;5;Informática;2;papelaria/cosmético;2015;9;25;25/09/2015;1;52.9;1094;31045556;121399722
8889;4;Tom Jobim;5;Maria Braga;5;Budapeste;18;Xbox ;12;ELETROLUX;6;Informática;4;Casa e Decoração;2015;8;23;23/08/2015;2;850;265;18975;72825833
8890;5;Edson Arantes;7;João Oliveira;5;Budapeste;7;Celular 4Gb;5;SAMSUNG;4;Informática;4;Casa e Decoração;2015;9;21;21/09/2015;1;52.9;1387;249056;670822
